tahun,nama_kota,nama_kecamatan,nama_kelurahan,jenis_kelamin,wilayah,jumlah
2018,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,Laki-Laki,JAKARTA,312
2018,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,Laki-Laki,JAKARTA,285
2018,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,Laki-Laki,JAKARTA,157
2018,JAKARTA BARAT,KEBON JERUK,DURI KEPA,Laki-Laki,JAKARTA,431
2018,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,Laki-Laki,JAKARTA,306
2018,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,Laki-Laki,JAKARTA,214
2018,JAKARTA BARAT,KALI DERES,KALIDERES,Laki-Laki,JAKARTA,478
2018,JAKARTA BARAT,KALI DERES,SEMANAN,Laki-Laki,JAKARTA,474
2018,JAKARTA BARAT,KALI DERES,TEGAL ALUR,Laki-Laki,JAKARTA,649
2018,JAKARTA BARAT,KALI DERES,KAMAL,Laki-Laki,JAKARTA,444
2018,JAKARTA BARAT,KALI DERES,PEGADUNGAN,Laki-Laki,JAKARTA,580
2018,JAKARTA BARAT,PALMERAH,PALMERAH,Laki-Laki,JAKARTA,452
2018,JAKARTA BARAT,PALMERAH,SLIPI,Laki-Laki,JAKARTA,114
2018,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,Laki-Laki,JAKARTA,195
2018,JAKARTA BARAT,PALMERAH,JATI PULO,Laki-Laki,JAKARTA,233
2018,JAKARTA BARAT,PALMERAH,KEMANGGISAN,Laki-Laki,JAKARTA,212
2018,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,Laki-Laki,JAKARTA,152
2018,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,Laki-Laki,JAKARTA,425
2018,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,Laki-Laki,JAKARTA,324
2018,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,Laki-Laki,JAKARTA,215
2018,JAKARTA BARAT,KEMBANGAN,SRENGSENG,Laki-Laki,JAKARTA,336
2018,JAKARTA BARAT,KEMBANGAN,JOGLO,Laki-Laki,JAKARTA,259
2018,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,Laki-Laki,JAKARTA,171
2018,JAKARTA SELATAN,TEBET,TEBET TIMUR,Laki-Laki,JAKARTA,128
2018,JAKARTA SELATAN,TEBET,TEBET BARAT,Laki-Laki,JAKARTA,117
2018,JAKARTA SELATAN,TEBET,MENTENG DALAM,Laki-Laki,JAKARTA,222
2018,JAKARTA SELATAN,TEBET,KEBON BARU,Laki-Laki,JAKARTA,224
2018,JAKARTA SELATAN,TEBET,BUKIT DURI,Laki-Laki,JAKARTA,249
2018,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Laki-Laki,JAKARTA,150
2018,JAKARTA SELATAN,TEBET,MANGGARAI,Laki-Laki,JAKARTA,183
2018,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,Laki-Laki,JAKARTA,16
2018,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,Laki-Laki,JAKARTA,16
2018,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,Laki-Laki,JAKARTA,98
2018,JAKARTA SELATAN,SETIA BUDI,KARET,Laki-Laki,JAKARTA,49
2018,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,Laki-Laki,JAKARTA,184
2018,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,Laki-Laki,JAKARTA,141
2018,JAKARTA SELATAN,SETIA BUDI,GUNTUR,Laki-Laki,JAKARTA,20
2018,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,Laki-Laki,JAKARTA,40
2018,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,Laki-Laki,JAKARTA,119
2018,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,Laki-Laki,JAKARTA,151
2018,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,Laki-Laki,JAKARTA,287
2018,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,Laki-Laki,JAKARTA,237
2018,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,Laki-Laki,JAKARTA,84
2018,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,Laki-Laki,JAKARTA,148
2018,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,Laki-Laki,JAKARTA,272
2018,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,Laki-Laki,JAKARTA,172
2018,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,Laki-Laki,JAKARTA,262
2018,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,Laki-Laki,JAKARTA,382
2018,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,Laki-Laki,JAKARTA,249
2018,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,Laki-Laki,JAKARTA,306
2018,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,Laki-Laki,JAKARTA,234
2018,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,Laki-Laki,JAKARTA,283
2018,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,Laki-Laki,JAKARTA,266
2018,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,Laki-Laki,JAKARTA,289
2018,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,Laki-Laki,JAKARTA,284
2018,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,Laki-Laki,JAKARTA,234
2018,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,Laki-Laki,JAKARTA,241
2018,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,Laki-Laki,JAKARTA,181
2018,JAKARTA SELATAN,CILANDAK,PONDOK LABU,Laki-Laki,JAKARTA,251
2018,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,Laki-Laki,JAKARTA,86
2018,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,Laki-Laki,JAKARTA,139
2018,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,Laki-Laki,JAKARTA,8
2018,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,Laki-Laki,JAKARTA,52
2018,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,Laki-Laki,JAKARTA,74
2018,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,Laki-Laki,JAKARTA,9
2018,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,Laki-Laki,JAKARTA,25
2018,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,Laki-Laki,JAKARTA,17
2018,JAKARTA SELATAN,KEBAYORAN BARU,PULO,Laki-Laki,JAKARTA,13
2018,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,Laki-Laki,JAKARTA,54
2018,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,Laki-Laki,JAKARTA,178
2018,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,Laki-Laki,JAKARTA,184
2018,JAKARTA SELATAN,PANCORAN,PANCORAN,Laki-Laki,JAKARTA,149
2018,JAKARTA SELATAN,PANCORAN,KALIBATA,Laki-Laki,JAKARTA,289
2018,JAKARTA SELATAN,PANCORAN,RAWA JATI,Laki-Laki,JAKARTA,134
2018,JAKARTA SELATAN,PANCORAN,DUREN TIGA,Laki-Laki,JAKARTA,190
2018,JAKARTA SELATAN,PANCORAN,PENGADEGAN,Laki-Laki,JAKARTA,136
2018,JAKARTA SELATAN,PANCORAN,CIKOKO,Laki-Laki,JAKARTA,47
2018,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,Laki-Laki,JAKARTA,402
2018,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,Laki-Laki,JAKARTA,376
2018,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,Laki-Laki,JAKARTA,285
2018,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,Laki-Laki,JAKARTA,388
2018,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,Laki-Laki,JAKARTA,287
2018,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,Laki-Laki,JAKARTA,279
2018,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,Laki-Laki,JAKARTA,137
2018,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,Laki-Laki,JAKARTA,218
2018,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,Laki-Laki,JAKARTA,284
2018,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,Laki-Laki,JAKARTA,197
2018,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Laki-Laki,JAKARTA,263
2018,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Laki-Laki,JAKARTA,194
2018,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Laki-Laki,JAKARTA,194
2018,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Laki-Laki,JAKARTA,149
2018,JAKARTA TIMUR,MATRAMAN,PAL MERIAM,Laki-Laki,JAKARTA,118
2018,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Laki-Laki,JAKARTA,103
2018,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,Laki-Laki,JAKARTA,230
2018,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,Laki-Laki,JAKARTA,229
2018,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,Laki-Laki,JAKARTA,263
2018,JAKARTA TIMUR,PULO GADUNG,CIPINANG,Laki-Laki,JAKARTA,264
2018,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,Laki-Laki,JAKARTA,178
2018,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,Laki-Laki,JAKARTA,206
2018,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,Laki-Laki,JAKARTA,239
2018,JAKARTA TIMUR,PULO GADUNG,JATI,Laki-Laki,JAKARTA,183
2018,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,Laki-Laki,JAKARTA,205
2018,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,Laki-Laki,JAKARTA,234
2018,JAKARTA TIMUR,JATINEGARA,BALI MESTER,Laki-Laki,JAKARTA,46
2018,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,Laki-Laki,JAKARTA,159
2018,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,Laki-Laki,JAKARTA,182
2018,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,Laki-Laki,JAKARTA,351
2018,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,Laki-Laki,JAKARTA,267
2018,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,Laki-Laki,JAKARTA,344
2018,JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,Laki-Laki,JAKARTA,246
2018,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,Laki-Laki,JAKARTA,339
2018,JAKARTA TIMUR,KRAMAT JATI,DUKUH,Laki-Laki,JAKARTA,186
2018,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,Laki-Laki,JAKARTA,362
2018,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,Laki-Laki,JAKARTA,224
2018,JAKARTA TIMUR,KRAMAT JATI,CILILITAN,Laki-Laki,JAKARTA,305
2018,JAKARTA TIMUR,KRAMAT JATI,CAWANG,Laki-Laki,JAKARTA,241
2018,JAKARTA TIMUR,PASAR REBO,GEDONG,Laki-Laki,JAKARTA,237
2018,JAKARTA TIMUR,PASAR REBO,BARU,Laki-Laki,JAKARTA,169
2018,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,Laki-Laki,JAKARTA,247
2018,JAKARTA TIMUR,PASAR REBO,KALISARI,Laki-Laki,JAKARTA,263
2018,JAKARTA TIMUR,PASAR REBO,PEKAYON,Laki-Laki,JAKARTA,262
2018,JAKARTA TIMUR,CAKUNG,JATINEGARA,Laki-Laki,JAKARTA,583
2018,JAKARTA TIMUR,CAKUNG,RAWA TERATE,Laki-Laki,JAKARTA,194
2018,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,Laki-Laki,JAKARTA,733
2018,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,Laki-Laki,JAKARTA,385
2018,JAKARTA TIMUR,CAKUNG,PULO GEBANG,Laki-Laki,JAKARTA,625
2018,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,Laki-Laki,JAKARTA,153
2018,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,Laki-Laki,JAKARTA,439
2018,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,Laki-Laki,JAKARTA,379
2018,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,Laki-Laki,JAKARTA,437
2018,JAKARTA TIMUR,DUREN SAWIT,KLENDER,Laki-Laki,JAKARTA,486
2018,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,Laki-Laki,JAKARTA,437
2018,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,Laki-Laki,JAKARTA,146
2018,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,Laki-Laki,JAKARTA,151
2018,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,Laki-Laki,JAKARTA,229
2018,JAKARTA TIMUR,MAKASAR,MAKASAR,Laki-Laki,JAKARTA,281
2018,JAKARTA TIMUR,MAKASAR,PINANG RANTI,Laki-Laki,JAKARTA,214
2018,JAKARTA TIMUR,MAKASAR,KEBON PALA,Laki-Laki,JAKARTA,319
2018,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,Laki-Laki,JAKARTA,187
2018,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,Laki-Laki,JAKARTA,229
2018,JAKARTA TIMUR,CIRACAS,CIRACAS,Laki-Laki,JAKARTA,457
2018,JAKARTA TIMUR,CIRACAS,CIBUBUR,Laki-Laki,JAKARTA,347
2018,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,Laki-Laki,JAKARTA,282
2018,JAKARTA TIMUR,CIRACAS,SUSUKAN,Laki-Laki,JAKARTA,276
2018,JAKARTA TIMUR,CIRACAS,RAMBUTAN,Laki-Laki,JAKARTA,231
2018,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,Laki-Laki,JAKARTA,167
2018,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,Laki-Laki,JAKARTA,181
2018,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,Laki-Laki,JAKARTA,167
2018,JAKARTA TIMUR,CIPAYUNG,MUNJUL,Laki-Laki,JAKARTA,161
2018,JAKARTA TIMUR,CIPAYUNG,SETU,Laki-Laki,JAKARTA,149
2018,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,Laki-Laki,JAKARTA,184
2018,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,Laki-Laki,JAKARTA,493
2018,JAKARTA TIMUR,CIPAYUNG,CEGER,Laki-Laki,JAKARTA,124
2018,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTR,P. PANGGANG,Laki-Laki,BODETABEK,5
2018,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTR,P. KELAPA,Laki-Laki,BODETABEK,5
2018,KAB.ADM.KEP.SERIBU,KEP. SERIBU SLT,P. UNTUNG JAWA,Laki-Laki,BODETABEK,10
2018,KAB.ADM.KEP.SERIBU,KEP. SERIBU SLT,P. TIDUNG,Laki-Laki,BODETABEK,5
2018,KAB.ADM.KEP.SERIBU,KEP. SERIBU SLT,P. PARI,Laki-Laki,BODETABEK,4
2018,JAKARTA PUSAT,GAMBIR,GAMBIR,Laki-Laki,BODETABEK,2
2018,JAKARTA PUSAT,GAMBIR,CIDENG,Laki-Laki,BODETABEK,9
2018,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,Laki-Laki,BODETABEK,16
2018,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,Laki-Laki,BODETABEK,23
