tahun,nama_kota,nama_kecamatan,nama_kelurahan,jenis_kelamin,wilayah,jumlah
2017,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,Laki-Laki,JAKARTA,451
2017,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,Laki-Laki,JAKARTA,269
2017,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,Laki-Laki,JAKARTA,246
2017,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Laki-Laki,JAKARTA,416
2017,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Laki-Laki,JAKARTA,450
2017,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Laki-Laki,JAKARTA,403
2017,JAKARTA UTARA,KOJA,KOJA,Laki-Laki,JAKARTA,250
2017,JAKARTA UTARA,KOJA,TUGU UTARA,Laki-Laki,JAKARTA,663
2017,JAKARTA UTARA,KOJA,LAGOA,Laki-Laki,JAKARTA,553
2017,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,Laki-Laki,JAKARTA,304
2017,JAKARTA UTARA,KOJA,TUGU SELATAN,Laki-Laki,JAKARTA,363
2017,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Laki-Laki,JAKARTA,342
2017,JAKARTA UTARA,CILINCING,CILINCING,Laki-Laki,JAKARTA,450
2017,JAKARTA UTARA,CILINCING,SUKAPURA,Laki-Laki,JAKARTA,472
2017,JAKARTA UTARA,CILINCING,MARUNDA,Laki-Laki,JAKARTA,236
2017,JAKARTA UTARA,CILINCING,KALI BARU,Laki-Laki,JAKARTA,657
2017,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Laki-Laki,JAKARTA,262
2017,JAKARTA UTARA,CILINCING,ROROTAN,Laki-Laki,JAKARTA,350
2017,JAKARTA UTARA,CILINCING,SEMPER BARAT,Laki-Laki,JAKARTA,608
2017,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,Laki-Laki,JAKARTA,273
2017,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,Laki-Laki,JAKARTA,581
2017,JAKARTA UTARA,PADEMANGAN,ANCOL,Laki-Laki,JAKARTA,175
2017,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,Laki-Laki,JAKARTA,210
2017,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,Laki-Laki,JAKARTA,321
2017,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,Laki-Laki,JAKARTA,211
2017,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,Laki-Laki,JAKARTA,455
2017,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,Laki-Laki,JAKARTA,500
2017,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,Laki-Laki,JAKARTA,431
2017,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,Laki-Laki,JAKARTA,252
2017,JAKARTA BARAT,CENGKARENG,KAPUK,Laki-Laki,JAKARTA,902
2017,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Laki-Laki,JAKARTA,568
2017,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Laki-Laki,JAKARTA,97
2017,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Laki-Laki,JAKARTA,92
2017,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Laki-Laki,JAKARTA,199
2017,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Laki-Laki,JAKARTA,175
2017,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,Laki-Laki,JAKARTA,175
2017,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,Laki-Laki,JAKARTA,243
2017,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,Laki-Laki,JAKARTA,252
2017,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,Laki-Laki,JAKARTA,65
2017,JAKARTA BARAT,TAMAN SARI,KRUKUT,Laki-Laki,JAKARTA,133
2017,JAKARTA BARAT,TAMAN SARI,MAPHAR,Laki-Laki,JAKARTA,90
2017,JAKARTA BARAT,TAMAN SARI,TANGKI,Laki-Laki,JAKARTA,72
2017,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,Laki-Laki,JAKARTA,42
2017,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,Laki-Laki,JAKARTA,109
2017,JAKARTA BARAT,TAMAN SARI,GLODOK,Laki-Laki,JAKARTA,37
2017,JAKARTA BARAT,TAMAN SARI,PINANGSIA,Laki-Laki,JAKARTA,64
2017,JAKARTA BARAT,TAMBORA,TAMBORA,Laki-Laki,JAKARTA,71
2017,JAKARTA BARAT,TAMBORA,KALI ANYAR,Laki-Laki,JAKARTA,188
2017,JAKARTA BARAT,TAMBORA,DURI UTARA,Laki-Laki,JAKARTA,110
2017,JAKARTA BARAT,TAMBORA,TANAH SEREAL,Laki-Laki,JAKARTA,163
2017,JAKARTA BARAT,TAMBORA,KERENDANG,Laki-Laki,JAKARTA,121
2017,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,Laki-Laki,JAKARTA,195
2017,JAKARTA BARAT,TAMBORA,ANGKE,Laki-Laki,JAKARTA,155
2017,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,Laki-Laki,JAKARTA,129
2017,JAKARTA BARAT,TAMBORA,PEKOJAN,Laki-Laki,JAKARTA,139
2017,JAKARTA BARAT,TAMBORA,ROA MALAKA,Laki-Laki,JAKARTA,16
2017,JAKARTA BARAT,TAMBORA,DURI SELATAN,Laki-Laki,JAKARTA,78
2017,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,Laki-Laki,JAKARTA,399
2017,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,Laki-Laki,JAKARTA,282
2017,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,Laki-Laki,JAKARTA,307
2017,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,Laki-Laki,JAKARTA,153
2017,JAKARTA BARAT,KEBON JERUK,DURI KEPA,Laki-Laki,JAKARTA,376
2017,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,Laki-Laki,JAKARTA,333
2017,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,Laki-Laki,JAKARTA,237
2017,JAKARTA BARAT,KALI DERES,KALIDERES,Laki-Laki,JAKARTA,457
2017,JAKARTA BARAT,KALI DERES,SEMANAN,Laki-Laki,JAKARTA,492
2017,JAKARTA BARAT,KALI DERES,TEGAL ALUR,Laki-Laki,JAKARTA,701
2017,JAKARTA BARAT,KALI DERES,KAMAL,Laki-Laki,JAKARTA,407
2017,JAKARTA BARAT,KALI DERES,PEGADUNGAN,Laki-Laki,JAKARTA,521
2017,JAKARTA BARAT,PALMERAH,PALMERAH,Laki-Laki,JAKARTA,417
2017,JAKARTA BARAT,PALMERAH,SLIPI,Laki-Laki,JAKARTA,103
2017,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,Laki-Laki,JAKARTA,185
2017,JAKARTA BARAT,PALMERAH,JATI PULO,Laki-Laki,JAKARTA,217
2017,JAKARTA BARAT,PALMERAH,KEMANGGISAN,Laki-Laki,JAKARTA,199
2017,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,Laki-Laki,JAKARTA,162
2017,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,Laki-Laki,JAKARTA,408
2017,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,Laki-Laki,JAKARTA,279
2017,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,Laki-Laki,JAKARTA,223
2017,JAKARTA BARAT,KEMBANGAN,SRENGSENG,Laki-Laki,JAKARTA,280
2017,JAKARTA BARAT,KEMBANGAN,JOGLO,Laki-Laki,JAKARTA,273
2017,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,Laki-Laki,JAKARTA,206
2017,JAKARTA SELATAN,TEBET,TEBET TIMUR,Laki-Laki,JAKARTA,75
2017,JAKARTA SELATAN,TEBET,TEBET BARAT,Laki-Laki,JAKARTA,130
2017,JAKARTA SELATAN,TEBET,MENTENG DALAM,Laki-Laki,JAKARTA,206
2017,JAKARTA SELATAN,TEBET,KEBON BARU,Laki-Laki,JAKARTA,199
2017,JAKARTA SELATAN,TEBET,BUKIT DURI,Laki-Laki,JAKARTA,208
2017,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Laki-Laki,JAKARTA,133
2017,JAKARTA SELATAN,TEBET,MANGGARAI,Laki-Laki,JAKARTA,149
2017,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,Laki-Laki,JAKARTA,19
2017,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,Laki-Laki,JAKARTA,16
2017,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,Laki-Laki,JAKARTA,72
2017,JAKARTA SELATAN,SETIA BUDI,KARET,Laki-Laki,JAKARTA,59
2017,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,Laki-Laki,JAKARTA,166
2017,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,Laki-Laki,JAKARTA,187
2017,JAKARTA SELATAN,SETIA BUDI,GUNTUR,Laki-Laki,JAKARTA,16
2017,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,Laki-Laki,JAKARTA,26
2017,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,Laki-Laki,JAKARTA,113
2017,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,Laki-Laki,JAKARTA,126
2017,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,Laki-Laki,JAKARTA,240
2017,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,Laki-Laki,JAKARTA,210
2017,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,Laki-Laki,JAKARTA,86
2017,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,Laki-Laki,JAKARTA,117
2017,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,Laki-Laki,JAKARTA,228
2017,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,Laki-Laki,JAKARTA,148
2017,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,Laki-Laki,JAKARTA,236
2017,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,Laki-Laki,JAKARTA,369
2017,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,Laki-Laki,JAKARTA,225
2017,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,Laki-Laki,JAKARTA,298
2017,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,Laki-Laki,JAKARTA,228
2017,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,Laki-Laki,JAKARTA,269
2017,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,Laki-Laki,JAKARTA,187
2017,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,Laki-Laki,JAKARTA,210
2017,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,Laki-Laki,JAKARTA,207
2017,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,Laki-Laki,JAKARTA,205
2017,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,Laki-Laki,JAKARTA,244
2017,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,Laki-Laki,JAKARTA,152
2017,JAKARTA SELATAN,CILANDAK,PONDOK LABU,Laki-Laki,JAKARTA,208
2017,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,Laki-Laki,JAKARTA,121
2017,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,Laki-Laki,JAKARTA,153
2017,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,Laki-Laki,JAKARTA,13
2017,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,Laki-Laki,JAKARTA,47
2017,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,Laki-Laki,JAKARTA,64
2017,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,Laki-Laki,JAKARTA,6
2017,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,Laki-Laki,JAKARTA,30
2017,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,Laki-Laki,JAKARTA,9
2017,JAKARTA SELATAN,KEBAYORAN BARU,PULO,Laki-Laki,JAKARTA,25
2017,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,Laki-Laki,JAKARTA,66
2017,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,Laki-Laki,JAKARTA,173
2017,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,Laki-Laki,JAKARTA,163
2017,JAKARTA SELATAN,PANCORAN,PANCORAN,Laki-Laki,JAKARTA,118
2017,JAKARTA SELATAN,PANCORAN,KALIBATA,Laki-Laki,JAKARTA,239
2017,JAKARTA SELATAN,PANCORAN,RAWA JATI,Laki-Laki,JAKARTA,126
2017,JAKARTA SELATAN,PANCORAN,DUREN TIGA,Laki-Laki,JAKARTA,155
2017,JAKARTA SELATAN,PANCORAN,PENGADEGAN,Laki-Laki,JAKARTA,138
2017,JAKARTA SELATAN,PANCORAN,CIKOKO,Laki-Laki,JAKARTA,58
2017,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,Laki-Laki,JAKARTA,416
2017,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,Laki-Laki,JAKARTA,333
2017,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,Laki-Laki,JAKARTA,263
2017,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,Laki-Laki,JAKARTA,348
2017,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,Laki-Laki,JAKARTA,265
2017,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,Laki-Laki,JAKARTA,254
2017,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,Laki-Laki,JAKARTA,140
2017,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,Laki-Laki,JAKARTA,234
2017,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,Laki-Laki,JAKARTA,302
2017,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,Laki-Laki,JAKARTA,227
2017,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Laki-Laki,JAKARTA,242
2017,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Laki-Laki,JAKARTA,189
2017,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Laki-Laki,JAKARTA,153
2017,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Laki-Laki,JAKARTA,143
2017,JAKARTA TIMUR,MATRAMAN,PAL MERIAM,Laki-Laki,JAKARTA,121
2017,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Laki-Laki,JAKARTA,83
2017,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,Laki-Laki,JAKARTA,216
2017,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,Laki-Laki,JAKARTA,181
2017,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,Laki-Laki,JAKARTA,194
2017,JAKARTA TIMUR,PULO GADUNG,CIPINANG,Laki-Laki,JAKARTA,246
2017,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,Laki-Laki,JAKARTA,182
2017,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,Laki-Laki,JAKARTA,190
2017,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,Laki-Laki,JAKARTA,220
2017,JAKARTA TIMUR,PULO GADUNG,JATI,Laki-Laki,JAKARTA,168
2017,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,Laki-Laki,JAKARTA,159
2017,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,Laki-Laki,JAKARTA,245
2017,JAKARTA TIMUR,JATINEGARA,BALI MESTER,Laki-Laki,JAKARTA,48
2017,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,Laki-Laki,JAKARTA,133
2017,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,Laki-Laki,JAKARTA,208
2017,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,Laki-Laki,JAKARTA,344
2017,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,Laki-Laki,JAKARTA,255
2017,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,Laki-Laki,JAKARTA,286
2017,JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,Laki-Laki,JAKARTA,218
2017,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,Laki-Laki,JAKARTA,264
2017,JAKARTA TIMUR,KRAMAT JATI,DUKUH,Laki-Laki,JAKARTA,185
2017,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,Laki-Laki,JAKARTA,317
2017,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,Laki-Laki,JAKARTA,201
2017,JAKARTA TIMUR,KRAMAT JATI,CILILITAN,Laki-Laki,JAKARTA,287
2017,JAKARTA TIMUR,KRAMAT JATI,CAWANG,Laki-Laki,JAKARTA,197
2017,JAKARTA TIMUR,PASAR REBO,GEDONG,Laki-Laki,JAKARTA,253
2017,JAKARTA TIMUR,PASAR REBO,BARU,Laki-Laki,JAKARTA,163
2017,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,Laki-Laki,JAKARTA,284
2017,JAKARTA TIMUR,PASAR REBO,KALISARI,Laki-Laki,JAKARTA,236
2017,JAKARTA TIMUR,PASAR REBO,PEKAYON,Laki-Laki,JAKARTA,230
2017,JAKARTA TIMUR,CAKUNG,JATINEGARA,Laki-Laki,JAKARTA,548
2017,JAKARTA TIMUR,CAKUNG,RAWA TERATE,Laki-Laki,JAKARTA,172
2017,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,Laki-Laki,JAKARTA,677
2017,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,Laki-Laki,JAKARTA,431
2017,JAKARTA TIMUR,CAKUNG,PULO GEBANG,Laki-Laki,JAKARTA,534
2017,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,Laki-Laki,JAKARTA,156
2017,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,Laki-Laki,JAKARTA,431
2017,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,Laki-Laki,JAKARTA,411
2017,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,Laki-Laki,JAKARTA,393
2017,JAKARTA TIMUR,DUREN SAWIT,KLENDER,Laki-Laki,JAKARTA,438
2017,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,Laki-Laki,JAKARTA,448
2017,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,Laki-Laki,JAKARTA,132
2017,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,Laki-Laki,JAKARTA,163
2017,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,Laki-Laki,JAKARTA,205
2017,JAKARTA TIMUR,MAKASAR,MAKASAR,Laki-Laki,JAKARTA,252
2017,JAKARTA TIMUR,MAKASAR,PINANG RANTI,Laki-Laki,JAKARTA,202
2017,JAKARTA TIMUR,MAKASAR,KEBON PALA,Laki-Laki,JAKARTA,310
2017,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,Laki-Laki,JAKARTA,184
2017,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,Laki-Laki,JAKARTA,244
2017,JAKARTA TIMUR,CIRACAS,CIRACAS,Laki-Laki,JAKARTA,387
2017,JAKARTA TIMUR,CIRACAS,CIBUBUR,Laki-Laki,JAKARTA,334
2017,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,Laki-Laki,JAKARTA,264
2017,JAKARTA TIMUR,CIRACAS,SUSUKAN,Laki-Laki,JAKARTA,232
2017,JAKARTA TIMUR,CIRACAS,RAMBUTAN,Laki-Laki,JAKARTA,214
2017,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,Laki-Laki,JAKARTA,166
2017,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,Laki-Laki,JAKARTA,190
2017,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,Laki-Laki,JAKARTA,180
2017,JAKARTA TIMUR,CIPAYUNG,MUNJUL,Laki-Laki,JAKARTA,135
2017,JAKARTA TIMUR,CIPAYUNG,SETU,Laki-Laki,JAKARTA,123
2017,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,Laki-Laki,JAKARTA,138
2017,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,Laki-Laki,JAKARTA,404
2017,JAKARTA TIMUR,CIPAYUNG,CEGER,Laki-Laki,JAKARTA,125
2017,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTR,P. PANGGANG,Laki-Laki,BODETABEK,6
2017,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTR,P. KELAPA,Laki-Laki,BODETABEK,5
2017,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTR,P. HARAPAN,Laki-Laki,BODETABEK,
2017,KAB.ADM.KEP.SERIBU,KEP. SERIBU SLT,P. UNTUNG JAWA,Laki-Laki,BODETABEK,5
2017,KAB.ADM.KEP.SERIBU,KEP. SERIBU SLT,P. TIDUNG,Laki-Laki,BODETABEK,2
2017,KAB.ADM.KEP.SERIBU,KEP. SERIBU SLT,P. PARI,Laki-Laki,BODETABEK,1
2017,JAKARTA PUSAT,GAMBIR,GAMBIR,Laki-Laki,BODETABEK,1
2017,JAKARTA PUSAT,GAMBIR,CIDENG,Laki-Laki,BODETABEK,7
2017,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,Laki-Laki,BODETABEK,13
